Review,Rating,Sentiment
"This is the very La Nouvelle Vague.One of the best films of the New Wave and I dare say one of the first ten ever made! Why? The atmosphere, the story,the actors (actress) are all brilliant. This is the theater, a fairy tale, the life, the film.Paris. Thank you Mr.Rivette.",10,1
"I have to admit that by moments I had to laugh at how bad that movie was... But the laughs were too few and since this whole thing was in no way a parody, it felt more like an insult to the viewer's intelligence. The worst acting I have ever seen from any of these people...",1,0
They missed up the film when the tried to use some one diffrent. They should of keeped Ralph Macchio as Danny instead of changing it. And made more Karate Kids with him in it.And also many people were woundering what happen to Danny when they jumped from 3 to 5 and no four.,2,0
"A mean spirited, repulsive horror film about 3 murderous children. Susan Strasberg is totally wasted in a 5-minute cameo, even though she receives star billing. If your a Julie Brown fan, you'll want to check it out, since she's naked in a couple of shots. All others,avoid.",1,0
This pathetic excuse for a movie doesn't have a decent structure or a sensible closure. The characters were confusing and the entire plot kept getting off track. I'd have to say that Pixel Perfect was a disgrace. This is what happens when you let Disney channel make movies.,4,0
"If this movie were in production today it would probably have the christian right-wingers screaming 'child porn'. It is far from a great film, in fact it is rather pedestrian. However, if you have an imagination and a fond remembrance of youth and first love I recommend it.",4,0
"Olivia D'Abo in a wet T-shirt is the only thing this movie has going for it. Other than that, this Canadian production about a man taking out a vicious band of hillbillies is not worth anybody's time. The writing is bad, the acting is poor and the direction is sub-standard.",2,0
"The most stupid of Seagal's movies I've ever seen. The final scene is just crescendo of stupidity. My recommendation - if you really like Steeve Seagal's movies, NEVER , NEVER rent or buy this one - do not repeat my mistake and keep a good impression of him, which I've lost",3,0
This movie sucked wind. I imagine that the other 300 people that gave this movie such high votes must be independent filmmakers. I can't imagine that anyone else could possibly find it funny or even slightly entertaining. I feel like 100 minutes of my life were just wasted.,1,0
I found the storyline in this movie to be very interesting. Best of all it left out the usual sex and violence (they're getting old) inserted in many movies. The movie was well done in its flashbacks to days gone by in that area of the Southwest. The acting was also superb.,10,1
"This movie is rich with action and gore. The story line is strong enough to support the action sequences. The English version needs a tad bit of help in the dubbing department but it was still enjoyable. This movie ranks among my personal favorites next to ""Hard Boiled"" ...",10,1
"I think Via Satellite is one of the best New Zealand made movies around. I loved the way the movie delt with all the characters within the entire movie. It was brilliant, and a heartfelt movie.A well made movie, one which I will always remember, and watch again.",10,1
"I would never have thought I would almost cry viewing one minute excerpted from a 1920 black and white movie without sound. Thanks to Martin Scorsese I did (the movie was from F. Borzage). You will start to understand (if it's not already the case), what makes a good movie.",10,1
"A milestone in Eastern European film making and an outstanding example of Serbian mentality. A group of completely different people are doomed to die because of their discord. With ""Maratonci trce pocasni krug"" makes two mythological movies everyone here knows word by word.",10,1
dark angel rocks! the best show i have seen in ages damn those people who took it off! me and my friends have gatherings to watch every DA episode! takes like 4 days but it is worth it! it finished before it finished what it wanted to say and that annoys the hell out of me!,10,1
"Maybe it's because I saw the movie before reading the book, but I really love this movie. I've seen it many many times and will be watching it many times more. It's a compelling story, that's interesting from the beginning to the end. It has everything: action, romance etc.",9,1
"For long time I haven't seen such a good fantasy movie, magic fights here are even better than in LOTR, even considering that it's a 1987 movie and haven't computer special effects. This movie have good plot, good acting and interesting ideas. Recommend everybody to see it.",10,1
This movie is well done. It really attempts to show what the dinosaurs had to contend with in their daily lives. The animation is very well done and the film makers have done a great job of giving scientific fact in such a way that it is entertaining. This is a great movie.,8,1
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",8,1
"great historical movie, will not allow a viewer to leave once you begin to watch. View is presented differently than displayed by most school books on this subject. My only fault for this movie is it was photographed in black and white; wished it had been in color ... wow !",10,1
"I had before a feeling of mislike for all Russian films. But, after seeing this film I haven??t. This is a unique masterpiece made by the best director ever lived in the USSR. He knows the art of film making, and can use it very well. If you find this movie: buy or copy it!",10,1
"Annoying, static comedy with a painfully miscast Peter Sellers as a smarmy, self-centered Casanova who always has his way with the ladies. A major blemish on Sellers' filmography, and, even worse, a film that seems to have been made solely to satisfy the ego of its star. (*)",3,0
Hobgoblins is a very cheap and badly done Gremlins rip-off. That's the best thing one can say about this stinkpile. Pretty much everyone in the cast was chosen for their looks and not their acting ability. It was very painful to watch.Avoid this one at all costs.,3,0
"Once in a while, a movie will sweep along that stuns you, draws you in, awes you, and, in the end, leaves you with a renewed belief in the human race from the artistry form. This is not it. This is an action movie that lacks convincing action. It stinks. Rent something else.",2,0
The concept was ok but hardly original. The acting was plastic. But the real spoiler was that there was only one joke and a grubby one at that. This is a film for fourteen year olds who have been let out on their own for the first time. Don't dare to watch it with your kids.,1,0
"This appalling film somehow saw the light of day in 1988. It looks and sounds as if it had been produced 20 or 30 years earlier, and features some of the worst songs ever included in a major motion picture. I weep for the parents and children who paid top dollar to see this.",1,0
"This movie shows me, that americans have no knowledge about the situation in the sad balkan-brother war! Please, if you want to see umpire movies with this theme, watch ""Savior"", and you will see that nobody is ""bad""- and nobody is ""good"" in this land of tears and sorrows...",1,0
"I usually like hongkong - martial arts - fantasy movies but I hated this one. Once Upon A Time In China, Shogun Assassin, A Chinese Ghost Story and even Big Trouble In Little China are my favorites but this film sucked! Too much fancy tricks and stupid story.4/10",4,0
"This movie is just plain silly. Almost every scene has some bit of humor: running gags, slapstick, and great jokes. The acting isn't that great, and the plot is cliche, but the jokes more than make up for that. If you have a chance to see this movie, I recommend that you do.",9,1
"For a mature man, to admit that he shed a tear over this film is a mature response, to a mature film.If one need admit more then perhaps one could say that, ""Life"" can never be the same, after viewing such advent for it has moved us to the next level.",10,1
This film to me is a very good film!!I have a German Shepherd myself and I wish to god he was like Jerry Lee!! I hope too that there is another K-9 in the running!! With Jerry Lee and Dooley in them!! I don't care what any one say these two films were excellent!!,10,1
"This is an hilarious movie. One of the very best things about it is the quality of the performance by each actor. From the largest role to the smallest, each character is vivid, unforgettable and so understandable. It can also make you laugh so hard your health will improve.",10,1
Superb film with no actual spoken dialogue which enhances the level of suspense. The whole approach gives a completely different twist to a war film.Well worth watching again if only it could be found. I saw it perhaps 20 or so years ago. - Fantastic!,10,1
"Enterprise is the entertainment, but it is also the forefront of Science Fiction and a positive outlook for tomorrow. With gratitude and respect Mr. Berman and Mr. Braga. I wish you well, thank you both for your service to Trek.Enterprise is what Trek is about...",10,1
This film has good characters with excellent performances from the cast. David Strathairn is diabolically sincere as the child molesting salesman and Danny Vinson plays a perfect pussy-whipped southern husband. The slick soundtrack betrays the murder ballad tone of the film.,7,1
"Some TV programs continue into embarrassment (my beloved 'X-Files' comes to mind.) I've been a fan of Dennis Farina since 'Crime Story,' another late, lamented show. 'Buddy Faro' never had a chance. The series had a good premise and great actors. It's really, really a shame.",9,1
"This movie was good. I can't say it was one of the best, but it still was good. The only reason that I watched it was because of Ryan Phillippe. He is soo hot! (Don't get mad Reese). But I think that it was sort of funny- not a laugh your head out kinda thing, but still O.K.",7,1
"I love this Disney Movie! Its a real cute movie, and when it comes on again, I will have to make a mental note to tape it. I really like how they break into the bank trying to find Susie's parents information. You should really see this movie. Its great for the whole family.",10,1
This a fantastic movie of three prisoners who become famous. One of the actors is george clooney and I'm not a fan but this roll is not bad. Another good thing about the movie is the soundtrack (The man of constant sorrow). I recommand this movie to everybody. Greetings Bart,10,1
"I just finished watching this film. For me, the most outstanding work in this film was the music score. While many silent film scores work very well with their scenes, I feel that this is the best score I've come across. The mutiny scenes in particular worked extremely well.",7,1
"This is certainly the worst movie i ever saw? The beginning is somewhat good, but the end? I still don't even get it! Magical power, 300 years later, goddess, dancing what the f*** is that about??? The acting is somewhat not so bad.. but some place I could do better for sure!",1,0
This is quite possibly the worst movie of all time. It stars Shaquille O'Neil and is about a rapping genie. Apparently someone out there thought that this was a good idea and got suckered into dishing out cash to produce this wonderful masterpiece. The movie gets 1 out of 10.,1,0
"Taped this late night movie when I was in grade 11, watched it on fast forward. I sugest you do the same. I though it would be and action film, but went to a cort tv type movie. In the end it fits in with the early 70's social activest type films. Glad I missed that era. 2/10",2,0
"This is simply the worst movie I've ever seen. Neither of the three central characters has any charm, and Erika's good looks aren't enough to carry the film. The lamest plot I've ever had inflicted upon me. Also the most unconvincing military comedy ever. Why did they bother?",2,0
"If this movie had not been labeled a Disney picture, I probably would not have been so disappointed. The nudity was unnecessary and did not add anything. The same can be said for the toilet bowl scene. This is one Disney film that I will not let my four year old nephew watch.",4,0
"I enjoyed Carax's ""Les Amants du Pont Neuf"" and was therefore expecting this film to be of a similar standard. Well, the first 10 minutes were OK, but then it disintegrates into a rather pretentious journey of a young man looking for the essence of life. A sad disappointment.",4,0
"This is one of the most predictable movies I have ever seen. And this supposed to be funny..... Boring, boring, boring. Find the fast forward button at your remote and use it... I can`t say I laughed once, and the only good feeling this movie gave me was relief when it ended.",1,0
"If this was the best dutch cinema had to offer these years, my worst fears have come true. I have NEVER, even in dutch movies, seen worse acting. I couldn't get myself to watch it for more than 40 minutes, so if that's the cause of me missing the genius, so be it.",1,0
"I enjoyed Carax's ""Les Amants du Pont Neuf"" and was therefore expecting this film to be of a similar standard. Well, the first 10 minutes were OK, but then it disintegrates into a rather pretentious journey of a young man looking for the essence of life. A sad disappointment.",4,0
"The way the story is developed, keeps the audience wondering what is the tenant's dark past. We get some clues during the series, but enough to keep us interested in the mini-series. The characters are all believable and I personally felt immersed and surrounded by the story.",10,1
"A series of shorts spoofing dumb TV shows, Groove Tube hits and misses a lot. Overall, I do really like this movie. Unfortunately, a couple of the segments are totally boring. A few really great clips make up for this. A predecessor to such classics like Kentucky Fried Movie.",7,1
"If you love The Thin Man series, you will love this movie. Powell's character of Vance is very similar to his character of Nick Charles. There are even dogs. . .The chemistry between Powell and Astor may not be as fabulous as Powell and Loy, but it isn't half bad.",7,1
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",10,1
"Very funny, well-crafted, well-acted, meticulous attention to detail. A real window into a specific time and place in history. Could almost believe this was a true story in a parallel universe. Interesting how Passport to Pimlico anticipates the Berlin airlift. A definite 10.",8,1
"This movie was well done in all respects. The acting is superb along with the fine audio soundtrack which I purchased because it was so moving. It is my all time favorite movie ahead of eastwoods ""white hunter,black heart"". This movie is simply the best.cheers Zuf",10,1
"Several stowaways get on a Russian ship bound for France. They were going to get off there and make new lives for themselves. After being discovered by the First Mate and his henchmen, they were held captive. Then things got very bad for them. Good show based on a true story.",7,1
"Now, I am not prone to much emotion, but I cried seeing this movie. It certainly has more appeal among blacks than other ethnic groups, but there is something here for everyone. The classic song ""It's so Hard to Say Goodbye"" really makes this one worth watching at least once.",8,1
"before watching this movie my thoughts were like ""another israeli typical movie"" but i was suprised to watch i great israeli drama. the plot is really good and the actors act great. one of the best isreali movies i saw... so at the bottomline i really recommend this movie. :)",10,1
"Run, don't walk, to rent this movie. It is re-released on an excellent DVD version. It is primo acting/directing/cinematography in the world of suspense/film noir. Tribute this to the blacklisted American director Jules Dassin, who also plays the Italian safe-cracker. See it!",10,1
"Well, sorry for the mistake on the one line summary.......Run people, run!! This movie is an horror!! Imagine! Gary Busey in another low budget movie, with an incredibly bad scenario...isn't that a nightmare? No (well yes), it is Plato's run...........I give it * out of *****.",1,0
"If you like bad movies, this is the one to see. It's incredibly low-budget special effects (you'll see what I mean) and use of non-actors was what gave this film it's charm. If you're bored with a group of friends, I highly recommend renting this B movie gem. It's mulletrific!",1,0
"For getting so many positive reviews, this movie really disappointed me! It is slow moving and long. At times the story is not clear, particularly in the evolving relationships among characters. My advice? Read the book, it's a fabulous story which loses it's impact on screen.",4,0
"A friend of mine enjoys watching the worst films he can possibly find, and I have a good laugh watching them with him.I have told him if he puts this one on again I will be forced to give him a good kicking.He knows I am serious!",1,0
"Aya! If you are looking for special effects that are 10-20 years before its time, this is it. The glowing lightning bolts, fireballs, etc. look like they came from a cheesy 70's sci-fi flick. And yes, Hercules really grows; he's not being pushed on a cart closer to the camera!",2,0
"This film is truly execrable in all departments. Script, acting, plot, direction and editing are all uniformly awful. I give it 1 out of 10 simply because people turned up to make it. I would have given it 2 out of 10 if they had all stayed at home instead. Avoid at all costs!",1,0
"This movie is really stupid and very boring most of the time. There are almost no ""ghoulies"" in it at all. There is nothing good about this movie on any level. Just more bad actors pathetically attempting to make a movie so they can get enough money to eat. Avoid at all costs.",2,0
I am almost tempted to demand my money back from the video store. This movie plumbs the depths of inanity and is almost completely unwatchable. I NEVER bail out of a film early but this was painful to view. A thorough waste of celluloid. My vote 1/10 (it would have been zero).,1,0
"I found this early talkie difficult to watch and I'm a Norma Shearer fan! It's not her fault, but the primitive production values of this film would cause any viewer to become bored. 90% of the movie is filmed with ""medium shots,"" and it's very similar to watching a dull play.",3,0
"Superb movie. Very good photography of 1969/70 Bolton, which seems now to be a different world. Thoughtful and an excellent dramatisation and production. James Mason a real first class star. It is and I would agree with the above comment that this movie is a national treasure.",7,1
"Beautiful and touching movie. Rich colors, great settings, good acting and one of the most charming movies I have seen in a while. I never saw such an interesting setting when I was in China. My wife liked it so much she asked me to log on and rate it so other would enjoy too.",9,1
"elvira mistress of the dark is one of my fav movies, it has every thing you would want in a film, like great one liners, sexy star and a Outrageous story! if you have not seen it, you are missing out on one of the greatest films made. i can't wait till her new movie comes out!",10,1
"This was Barbra Streisand's first television special and is ""must see"" viewing for any Streisand fan. Even non-Streisand fans will enjoy this highly energetic and entertaining piece of entertainment history. Performers like this only come our way once in a lifetime. Brilliant!",10,1
"Out to Sea was a great movie. I expected comedy and from about 10 minutes into the film to the end, there was comedy, and laughing points. Jack and Walter are great together, and the addition of Rue McClanahan made it a wonderful movie, that should be seen over and over again.",7,1
I thought this movie was brilliant. It was so funny and so true too. A great idea for a movie. Five groups of friends on their way to schoolies. I've got to say that Matt Newton as Mason was probably my favourite character. I wish i could give this movie more than a 10 rating.,10,1
This is my favorite Mel Brooks movie because it was the first one I ever saw. I was in the fourth grade when it came out and I watched it all the time. I saw The Producers second and then Blazing Saddles. This is a sentimental favorite because it was my first Mel Brooks movie.,10,1
"Superb! Even the Author was laughing at the end. And what a ""balcony"" scene! This film has it all. Wickedly funny and yet strangely faithful to the Bard of Avon. (But NOT for the Faint of Heart!) AND... the Best Credits since Monty Python and The Holy Grail! I am ""Troma""Tized!",10,1
"Wow. This is really not that good. I would like to agree with the others in that at least the acting is good... it is, but it is nothing special.The movie is so precictable and i for one am sick of receiving culture info through movies.*/****",1,0
"It looks to me as if the creators of ""The Class Of Nuke 'Em High"" wanted it to become a ""cult"" film, but it ends up as any old high school B-movie, only tackier. The satire feels totally overshadowed by the extremely steretyped characters. It's very un-funny, even for a turkey.",1,0
"Like another ticket buyer I saw a nice cute poster about this film, it's five star review, and awards won. Thought what the heck, let's by a ticket for myself and my two sons. BAD IDEA. The movie was not a family film, it was gratuitous, and it contained nothing worth watching.",2,0
"I like Steven Seagal but I have not a CLUE what this movie was about. I am not easily lost with movies but I had no idea who was on who's side.Hopefully some of his future movies will be a little better. My wife still thinks he looks good in black jeans, however. :P",3,0
"some funny lines are all what makes this movie bearable. the camera tv-movie-like, the acting poor (julie davis is more than disapointing) and the directing amateurish and / or loveless. but i can understand that no one had fun to realise the overconstructed and trivial script.",1,0
"12 Grand is the cost of a new car. A new car that Jake West now needs to escape the hordes of angry villagers desperate for his blood. Some may say this film could attract ""So bad it's good"" status. In my Opinion it is the proud owner of the ""So bad it's Bad"" label.",4,0
This is an excellent film!Tom Hanks and Paul Newman performed great!I was really surprised when Newman was beating on his son!That was a great scene and the shooting scenes were staged good.I was very surprised about the end.Rent this film today as it is one of Tom Hanks' best!,10,1
"what can i say. oh yeah those freaking fingers are so weird. they scare the heck out of me. but it is such a funny film, Jim Carrey works the grinch. if you havent already seen it then what you waiting for an invitation. go, go and get watch it. you dont know what your missing.",10,1
"Great movie, great actors, great soundtrack! I loved it! Settings are perfect, dialogues, situations, storyline... all together mixed to give this masterpiece! Clooney and Turturro are magnificent and the Soggy Bottom Boys are simply charming and contagious with their music! :)",9,1
"You may have serious doubts about watching the third sequel to The Stepford Wifes, but this is an absolute classic. Much scarier in premise than the first, and very entertaining. It only got a video release here in the UK, but should be released worldwide for everyone to enjoy.",10,1
"This has been one of the best vampire movies that I have seen in a long time. It was very seductive and alluring, I liked that it did not have the usual gore and carnage that comes along with most vampire movies. The music was excellent. It would be great if there was a sequel.",8,1
"Excellent ! I have to think back a *very* long time to find a film that's made me laugh quite so much. The writing is top-notch, the story is satisfying, and the entire cast is excellent - Chris Farley has never been better. One of the very best comedies of the 90s.",8,1
"Motocrossed was fun, but it wasn't that great. I guess I just didn't understand a lot of the Motocross racing ""lingo"" (and there was A LOT of that in the film)! The plot wasn't what I expected from the Disney Channel previews, so that could account for some of my disappointment.",3,0
".... this movie basks too much in its own innocence. It doesn't tell a story; it's more a big time snooze fest. While the actors are all personable, the story is so trite and goes nowhere. I think Victor Rasuk has great charisma, but deserves a real film from a real storyteller.",2,0
"I am a fan of his ... This movie sucked really bad. Even worse than Ticker! & That movie was bad. It was kind of like they popped it out in a week. Looked to be very low budget. Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh! Everything! It just blew.",1,0
"Imagine this...Whenever two people meet in this movie, one of them is shot. The plot just does not exist - it appears that someone shot some action sequences and then tried to put them together to make a movie out of it. If you decide to watch it, you will regret it.",1,0
fascinating look at fascist italy and the people who carved out a life under mussolini. street scenes and lifestyle glimpses alone are worth watching. combine this with a masterful plot and premier acting and you get a film that you will want to watch again . .. and maybe again.,10,1
"This is one of the funniest movies that I have seen this year. The people that made it must be so incredibly whacked and twisted. It is a beautiful thing. There were a lot of quality one-liners. This movie blew Uncle Sam out of the water (it was made by tha same people, i think)",10,1
"Sometimes I just want to laugh. Don't you? No analyzing, no critiquing and no looking for deeper meaning. Rent this movie, watch it all and laugh your ass off. Don't want to admit you liked it? Fine. But don't trash it here when you and I both know you liked it. It's Damn funny!",10,1
"Yes, I'm sentimental & schmaltzy!! But this movie (and it's theme song) remain one of my all time greats!! Robert Downey Jr. does such justice to the role of ""Louis Jeffries"" reincarnated and the storyline (although far-fetched) is romantic & makes one believe in happy endings!!",8,1
"Jim Carrey shines in this beautiful movie. This is now one of my favorite movies. I read all about the making and I thought it was incredible how the did it. I can't wait till this comes out on DVD. I saw this in theaters so many times, I can't even count how times I've seen it.",10,1
"This movie has a twist that caught me off-guard. It made me go over the scenes in my mind to see if there were any clues along the way. Loved the gorgeous Roy Thinnes and Joan Hackett's skillful acting. The beautiful, haunting music stays with me as well as the intriguing story.",10,1
"Felix in Hollywood is a great film. The version I viewed was very well restored, which is sometimes a problem with these silent era animated films. It has some of Hollywood's most famous stars making cameo animated appearances. A must for any silent film or animation enthusiast.",8,1
"I have watched Farscape from first episode to now, and I will continue to watch it! The setting and the characters are amazing and the plots are great. The show really keeps me on the edge of my seat and when the show goes off after an hour I keep hoping it will be another hour!",10,1
"Found this movie in a rental store. Never heard about it before, but it was a good movie. Great acting, and thrilling story line. Great kudos to Vincent Ventresca. He made Thomas character very attractive, and brought a special atmosphere to this movie.NJ",10,1
I caught this one on cable and I was very surprised. Steady direction and some good performances accent a twisty and very engaging story. This one will keep you up all night thinking about what was real and what wasn't. Check out Jason Scott Lee in the Lou Diamond Phillips role!,9,1
"Interesting premise; interestingly worked out; the strongest feature of this film is the emotional tension of the astronaut who knows a truth, but is unable to convey it to others. Overlook the weaknesses and just enjoy the movie, but be prepared for a certain level of suspense.",7,1
this movie is certainly worth a watch. it's full of action. it's also humorous. you'll laugh until your stomach hurts if you watch this movie. this movie also includes lots of hi-tech things hence the name gen-y. i recommend you to watch the prequel of this movie which is gen-x.,10,1
"Anyone who has ever gone on an audition can certainly relate to this one. Great story of an aspiring actor and the pressures he must deal with both personally and professionally in order to make it to the big time. Lou Myers, as Half-Step Wilson, provides many hilarious moments.",8,1
"I think One True Thing is one of Meryl Streeps finest movies to date. Her depiction of a dying woman is perfect. I have recently lived this movie, and it touched me on more levels than I could have imagined. Meryl is truely the greatest actress to have ever walked the earth!!!!!",10,1
"This is really good. Original ideas in the film and a great terrorist action film. Only second to die hard and die hard with a vengeance, this film has suspense and a good plot. I would recommend it to anyone with a taste in films like mine; Action, terrorism and gangster/mafia.",10,1
"The silent one-panel cartoon Henry comes to Fleischer Studios, billed as ""The world's funniest human"" in this dull little cartoon. Betty, long past her prime, thanks to the Production Code, is running a pet shop and leaves Henry in charge for far too long -- five minutes. A bore.",4,0
"Not much to say beyond the summary, save that this is an example of J. Edgar's Hoover's constant attention to maintaining a good ""PR"" profile. They don't make movies this bad very often, especially with the likes of Jimmy Stewart and Vera Miles in the blend. Too bad. ",1,0
"MAJOR LEAGUE: BACK TO THE MINORS (1998) ??* Starring: Scott Bakula, Eric Bruskotter, Corbin Bernsen, Dennis Haysbert, Jensen Daggett, Written and directed by John Warren 100 minutes Rated PG-13 (for language and some violence) By Blake French: ",1,0
"This movie will confuse you to death. Furthermore, if your a Denise Richards' fan, don't even think of renting this movie. Besides getting top billing by being on the cover and about 10 minutes of air time if that, she has nothing to do with the movie or the many messed up plots.",1,0
"This movie is BAD! It's basically an overdone copy of Michael Jackson's Thriller video, only worse! The special effects consist of lots of glow in the dark paint, freaky slapstick fastmoving camera shots and lots of growling. I think the dog was the best actor in the whole movie.",1,0
"Oh, well, this movie starts off well. It's kinda funny and seems like it could be a fun movie. Then it becomes a bit serious and goes off the rails. It sort of wants to be 'Boogie Nights' but it can't achieve it. If only it stayed with the tone of the first quarter of the film...",4,0
"This movie was messed up. A sequel to ""John Carpenter's Vampires"", this didn't add up right. I'm not sure that I enjoyed this much. It was a little strange. Stick to the first ""Vampires"", it's a good movie. ""Vampires: Los Muetos"" wasn't a good attempt of a sequel.4/10",4,0
"If you feel like wasting 86 minutes on a film that makes no sense, is badly written ,with a bad plot and bad acting then this little gem is for you. Recommended for those who are about to fall asleep. Major annoyance will be felt by the awake viewer. Do not pay to see this movie!",1,0
"I couldn't believe this was the same director as Antonia's Line.This film has it all, a boring plot, disjointed flashbacks, a subplot that has nothing to do with the main plot what so ever, and totally uninteresting characters. It was painful to watch. Soooo, painful.",1,0
"Proof if ever more was needed, that an action movie, irregardless of its budget, can LOOK better with more setups (or cameras), closer shots, and many more cuts. The 'Martini' generation has moved on to John Woo. Deep Fault could be better for a work over in the cutting room. Ray",3,0
"This movie about a man on the run for killing a mobster is the kind of film you can watch entirely on fast forward, once you know who's who, and not lose a thing. It has an attractive cast but the plot is a virtual writer's guide to cinema cliche, and boy does the dialogue clunk!",2,0
"I like this movie much, it's special type of humor by Ondricek and Machacek... I think it's better then Samotari (Loners).. Maybe it's difficult to understand when you are not Czech. If you are not watching that movie, just enjoy it, don't mind about anything else.. just relax !!",10,1
"The scenes are fast-paced. the characters are great. I love Anne-Marie Johnson's acting. I really like the ending. However, I was disappointed that this movie didn't delve deeper into Achilles's and Athena's relationship. It only blossomed when they kissed each other.",10,1
"The scenes are fast-paced. the characters are great. I love Anne-Marie Johnson's acting. I really like the ending. However, I was disappointed that this movie didn't delve deeper into Achilles's and Athena's relationship. It only blossomed when they kissed each other.",10,1
"I saw a lot films about Charles Dickens' Christmas Carol. But this one is the best of all! There is an atmosphere which is exactly the same as in the book. The actors (George C. Scott and others) are great! Unfortunately, you can't often watch the film in Germany and Switzerland.",10,1
"This was a pretty good movie. I love fighter jet movies, and this was the best one I've seen lately. It was made using real planes, so that made it an even better movie. If you like watching U.S. F-16s blow the living daylights out of their enemies, this is a great movie for you.",7,1
"A sincere tribute to Suzy Parker, who's just passed away. Not only is TBoE one of the cheesiest movies ever made, but Miss Parker's performance is, in this cheesy-movie-lover's opinion, among the worst performances of all time. Her last scene is especially overplayed. I loved it!",7,1
"Son In Law didn't do so hot in the box office, but that only means the masses were wrong. This movie is one of the few movies that Pauly Shore really excels in, with some of the funniest lines I've ever heard. Although the ending is sub-par, the antics of Shore carries the movie.",8,1
"I loved this film. It was so intelligent but it also had some great action sequences, without basing the movie solely around them. Quinn, Sutherland and Kingsley all put in fantastic performances and there are enough twists to keep anyone interested. The ending was great as well.",9,1
"I just love this film it totally rocks! Nicolas Cage looks hot and Tommy does not! I definitely feel that Fred and Randy should have had a little more time together on screen cause they're totally cool. My favorite part is when he says ""Peter Piper Picked A Pepper I guess I Did!""",10,1
Bad acting. Bad writing. This was a poorly written film. It's too bad because it had some potential. It's not even close to American Pie or Something about Mary as previous comments might have you believe. Rent it at dollar night from you local video store if you're kind of bored.,4,0
"Leonard Maltin compared this film to a Mel Brooks comedy. He was far too kind to Ms. Rivers, and far too cruel to Mr. Brooks. Not even the raunchiest Mel Brooks films are this tasteless, and at least they're genuinely funny. This picture deserves a place on the hundred-worst list.",1,0
"while watching this piece of crap! The Day after, I saw a 1min Trailer - that one minute included all, ALL what was at least not boring to watch...so don't waste money or time on this one, get the original, it's much better though the effects might not be up to date...",1,0
"I appreciate a think positive feel good about yourself film, but this is too much. In the end they look like a bunch of loonies. This film is one of those finding yourself 70's plots, I know the film is made in 1980. A lot more of Clint and girl friend movie. This movie is a 3/10.",3,0
"Olivier Gruner stars as Jacques a foreign exchange college student who takes on and single handedly wipes out a Mexican street gang in this obnoxious and racist film which is so horrible that it's laughable. Bad acting, bad plot and bad fight choreography make Angel Town a Turkey.",2,0
"The Guidelines state that a comment must contain a minimum of four lines. That is the only reason I am saying anything more about Tomcats. Because after all, my one line summary really says everything there is to say. There is absolutely NOTHING remotely entertaining in this film.",1,0
All the actors in this film seem bored. They are not really interested in their roles and the dialogue is all delivered in monotone. It's a problem because I think the basic idea for the film is really very sound. I suppose it's just bad direction which leaves the actors drifting.,4,0
"This production is an insult to the Stooges, especially Moe. It is inaccurate and poorly acted. Many of the events depicted just didn't happen that way and too much was left out or skipped over. Read the books written by Moe and his daughter Joan instead. This was a waste of time.",1,0
"This movie blew me away. If you can see only one of the animated bug movies this year see this one instead of Antz. the plot, characters, and jokes are better in A Bugs life. Also when you go stay in your seat until the end of the credits. it's the best part of the movie. Rating 9",9,1
"This is an very good movie. This is one that I would rent over and over again. It is not like your normal superhero movie. This movie blends comedy, action and great special effects. It even has a person in it that does a lot of voices on The Simpsons. William H. Macy is the bomb.",10,1
"Extremely well-conceived - part whatever happened to, part behind the scenes revisitation, part reunion film - all done in the same campy style that made the original series so much fun. I only wish this had been done 10 years ago to include more guest villains who have passed on.",9,1
"I think this movie actually has a lot of nice things to say about a lot of people (Johnny Carson, Ted Koppel), and it shows that Letterman and Leno actually liked and respected each other a lot. Treat Williams as the half-Kung Fu Master, half-Godfather-like Mike Ovitz is terrific.",8,1
"The storyplot was okay by itself, but the film felt very bubbly and fake. It also had the worst ending. They were probably going for a surprise ending, but all it did was leave me the question of what the whole point of the story was. All other teen movies are better than this one.",1,0
"This movie was so predictable. Its a complete rip off of those, ""I was abused by daddy I'm gonna kill women"" movies. Stupid scenes, bad acting, unoriginal storyline, really low budget piece of crap film.Don't waste your time people. Trust me.My rating: 0/5.0",1,0
"A movie has rarely left me as cold as this one. There is not a bit of tension, not a second of fear, not a moment we jump, even a little bit. The girl is cute, yeah. That's it. Was that worth a movie ? I knew it wasn't supposed to be a great movie, but I was at least expecting one.",3,0
"Friday the 13th meets the Matrix. As with all of these stupid horror movies, everyone knows who has been killed and who will be killed next, but do nothing to prevent anything, all with the added CGI action effects from the Matrix. Hasn't the world seen enough Matrix reproductions?",1,0
"Usually I have a lot of luck with these small scale movies. I looked at the cast. Leary, Lovitz, Delpy, Wuhrer, Estevez. How bad could it be? Unfortunately the answer was...pretty bad. I have a hard time remembering a movie that had such poor execution of a plot that had potential.",2,0
